State,County,CD #,"CD Pop. in County","% of County in CD"
VA,Sussex,4,"12,087",100.00%
VA,Tazewell,9,"45,078",100.00%
VA,Warren,5,133,0.40%
VA,Warren,6,"37,442",99.60%
VA,Washington,9,"54,876",100.00%
VA,Westmoreland,1,"17,454",100.00%
VA,Wise,9,"41,452",100.00%
VA,Wythe,9,"29,235",100.00%
VA,York,2,"65,464",100.00%
VA,Alexandria city,8,"139,966",100.00%
VA,Bristol city,9,"17,835",100.00%
VA,Buena Vista city,6,"6,650",100.00%
VA,Charlottesville city,5,"43,475",100.00%
VA,Chesapeake city,3,"110,405",49.70%
VA,Chesapeake city,4,"111,804",50.30%
VA,Colonial Heights city,4,"17,411",100.00%
VA,Covington city,9,"5,961",100.00%
VA,Danville city,5,"43,055",100.00%
VA,Emporia city,4,"5,927",100.00%
VA,Fairfax city,11,"22,565",100.00%
VA,Falls Church city,8,"12,332",100.00%
VA,Franklin city,3,"8,582",100.00%
VA,Fredericksburg city,1,"24,286",100.00%
VA,Galax city,9,"7,042",100.00%
VA,Hampton city,2,"33,630",24.50%
VA,Hampton city,3,"103,806",75.50%
VA,Harrisonburg city,6,"48,914",100.00%
VA,Hopewell city,4,"22,591",100.00%
VA,Lexington city,6,"7,042",100.00%
VA,Lynchburg city,6,"75,568",100.00%
VA,Manassas city,10,"37,821",100.00%
VA,Manassas Park city,10,"14,273",100.00%
VA,Martinsville city,9,"13,821",100.00%
VA,Newport News city,2,32,0.00%
VA,Newport News city,3,"180,687",100.00%
VA,Norfolk city,2,"82,672",34.00%
VA,Norfolk city,3,"160,131",66.00%
VA,Norton city,9,"3,958",100.00%
VA,Petersburg city,4,"32,420",100.00%
VA,Poquoson city,2,"12,150",100.00%
VA,Portsmouth city,3,"95,535",100.00%
VA,Radford city,9,"16,408",100.00%
VA,Richmond city,4,"204,214",100.00%
VA,Roanoke city,6,"97,032",100.00%
VA,Salem city,9,"24,802",100.00%
VA,Staunton city,6,"23,746",100.00%
VA,Suffolk city,3,"52,197",61.70%
VA,Suffolk city,4,"32,388",38.30%
VA,Virginia Beach city,2,"437,994",100.00%
VA,Waynesboro city,6,"21,006",100.00%
VA,Williamsburg city,2,"14,068",100.00%
VA,Winchester city,10,"26,203",100.00%
VT,Addison,1,"36,821",100.00%
VT,Bennington,1,"37,125",100.00%
VT,Caledonia,1,"31,227",100.00%
VT,Chittenden,1,"156,545",100.00%
VT,Essex,1,"6,306",100.00%
VT,Franklin,1,"47,746",100.00%
VT,Grand Isle,1,"6,970",100.00%
VT,Lamoille,1,"24,475",100.00%
VT,Orange,1,"28,936",100.00%
VT,Orleans,1,"27,231",100.00%
VT,Rutland,1,"61,642",100.00%
VT,Washington,1,"59,534",100.00%
VT,Windham,1,"44,513",100.00%
VT,Windsor,1,"56,670",100.00%
WA,Adams,4,"18,728",100.00%
WA,Asotin,5,"21,623",100.00%
WA,Benton,4,"175,177",100.00%
WA,Chelan,8,"72,453",100.00%
WA,Clallam,6,"71,404",100.00%
WA,Clark,3,"425,363",100.00%
WA,Columbia,5,"4,078",100.00%
WA,Cowlitz,3,"102,410",100.00%
WA,Douglas,4,"21,974",57.20%
WA,Douglas,8,"16,457",42.80%
WA,Ferry,5,"7,551",100.00%
WA,Franklin,4,"78,163",100.00%
WA,Garfield,5,"2,266",100.00%
WA,Grant,4,"89,120",100.00%
WA,Grays Harbor,6,"72,797",100.00%
WA,Island,2,"78,506",100.00%
WA,Jefferson,6,"29,872",100.00%
WA,King,1,"263,865",13.70%
WA,King,7,"627,813",32.50%
WA,King,8,"389,516",20.20%
WA,King,9,"650,055",33.70%
WA,Kitsap,6,"251,133",100.00%
WA,Kittitas,8,"40,915",100.00%
WA,Klickitat,3,"20,318",100.00%
WA,Lewis,3,"75,455",100.00%
WA,Lincoln,5,"10,570",100.00%
WA,Mason,6,"43,969",72.40%
WA,Mason,10,"16,730",27.60%
WA,Okanogan,4,"41,120",100.00%
WA,Pacific,3,"20,920",100.00%
WA,Pend Oreille,5,"13,001",100.00%
WA,Pierce,6,"203,273",25.60%
WA,Pierce,8,"153,127",19.30%
WA,Pierce,9,"22,426",2.80%
WA,Pierce,10,"416,399",52.40%
WA,San Juan,2,"15,769",100.00%
WA,Skagit,1,"50,523",43.20%
WA,Skagit,2,"66,378",56.80%
WA,Skamania,3,"11,066",100.00%
WA,Snohomish,1,"254,969",35.70%
WA,Snohomish,2,"413,745",58.00%
WA,Snohomish,7,"44,621",6.30%
WA,Spokane,5,"471,221",100.00%
WA,Stevens,5,"43,531",100.00%
WA,Thurston,3,"12,938",5.10%
WA,Thurston,10,"239,326",94.90%
WA,Wahkiakum,3,"3,978",100.00%
WA,Walla Walla,4,"4,943",8.40%
WA,Walla Walla,5,"53,838",91.60%
WA,Whatcom,1,"102,973",51.20%
WA,Whatcom,2,"98,167",48.80%
WA,Whitman,5,"44,776",100.00%
WA,Yakima,4,"243,231",100.00%
WI,Adams,3,"20,875",100.00%
WI,Ashland,7,"16,157",100.00%
WI,Barron,7,"45,870",100.00%
WI,Bayfield,7,"15,014",100.00%
WI,Brown,8,"248,007",100.00%
WI,Buffalo,3,"13,587",100.00%
WI,Burnett,7,"15,457",100.00%
WI,Calumet,8,"48,971",100.00%
WI,Chippewa,3,"36,398",58.30%
WI,Chippewa,7,"26,017",41.70%
WI,Clark,7,"34,690",100.00%
WI,Columbia,5,3,0.00%
WI,Columbia,6,"56,830",100.00%
WI,Crawford,3,"16,644",100.00%
WI,Dane,2,"488,073",100.00%
WI,Dodge,5,"36,500",41.10%
WI,Dodge,6,"52,259",58.90%
WI,Door,8,"27,785",100.00%
WI,Douglas,7,"44,159",100.00%
WI,Dunn,3,"43,857",100.00%
WI,Eau Claire,3,"98,736",100.00%
WI,Florence,7,"4,423",100.00%
WI,Fond du Lac,6,"101,633",100.00%
WI,Forest,7,"9,304",100.00%
WI,Grant,3,"51,208",100.00%
WI,Green,2,"36,842",100.00%
WI,Green Lake,6,"19,051",100.00%
WI,Iowa,2,"23,687",100.00%
WI,Iron,7,"5,916",100.00%
WI,Jackson,3,"18,488",90.40%
WI,Jackson,7,"1,961",9.60%
WI,Jefferson,5,"83,686",100.00%
WI,Juneau,3,"21,011",78.80%
WI,Juneau,7,"5,653",21.20%
WI,Kenosha,1,"166,426",100.00%
WI,Kewaunee,8,"20,574",100.00%
WI,La Crosse,3,"114,638",100.00%
WI,Lafayette,2,"16,836",100.00%
WI,Langlade,7,"19,977",100.00%
WI,Lincoln,7,"28,743",100.00%
WI,Manitowoc,6,"81,442",100.00%
WI,Marathon,7,"134,063",100.00%
WI,Marinette,8,"41,749",100.00%
WI,Marquette,6,"15,404",100.00%
WI,Menominee,8,"4,232",100.00%
WI,Milwaukee,1,"91,640",9.70%
WI,Milwaukee,4,"710,873",75.00%
WI,Milwaukee,5,"143,527",15.10%
WI,Milwaukee,6,"1,695",0.20%
WI,Monroe,3,"40,004",89.50%
WI,Monroe,7,"4,669",10.50%
WI,Oconto,8,"37,660",100.00%
WI,Oneida,7,"35,998",100.00%
WI,Outagamie,8,"176,695",100.00%
WI,Ozaukee,6,"86,395",100.00%
WI,Pepin,3,"7,469",100.00%
WI,Pierce,3,"41,019",100.00%
WI,Polk,7,"44,205",100.00%
WI,Portage,3,"70,019",100.00%
WI,Price,7,"14,159",100.00%
WI,Racine,1,"195,408",100.00%
WI,Richland,2,"3,688",20.50%
WI,Richland,3,"14,333",79.50%
WI,Rock,1,"80,559",50.20%
WI,Rock,2,"79,772",49.80%
WI,Rusk,7,"14,755",100.00%
WI,St. Croix,7,"84,345",100.00%
WI,Sauk,2,"61,976",100.00%
WI,Sawyer,7,"16,557",100.00%
WI,Shawano,8,"41,949",100.00%
WI,Sheboygan,6,"115,507",100.00%
WI,Taylor,7,"20,689",100.00%
WI,Trempealeau,3,"28,816",100.00%
WI,Vernon,3,"29,773",100.00%
WI,Vilas,7,"21,430",100.00%
WI,Walworth,1,"91,002",89.00%
WI,Walworth,5,"11,226",11.00%
WI,Washburn,7,"15,911",100.00%
WI,Washington,5,"131,887",100.00%
WI,Waukesha,1,"85,807",22.00%
WI,Waukesha,5,"304,084",78.00%
WI,Waupaca,8,"52,410",100.00%
WI,Waushara,6,"24,496",100.00%
WI,Winnebago,6,"156,153",93.50%
WI,Winnebago,8,"10,841",6.50%
WI,Wood,3,"43,977",58.80%
WI,Wood,7,"30,772",41.20%
WV,Barbour,1,"16,589",100.00%
WV,Berkeley,2,"104,169",100.00%
WV,Boone,3,"24,629",100.00%
WV,Braxton,2,"14,523",100.00%
WV,Brooke,1,"24,069",100.00%
WV,Cabell,3,"96,319",100.00%
WV,Calhoun,2,"7,627",100.00%
WV,Clay,2,"9,386",100.00%
WV,Doddridge,1,"8,202",100.00%
WV,Fayette,3,"46,039",100.00%
WV,Gilmer,1,"8,693",100.00%
WV,Grant,1,"11,937",100.00%
WV,Greenbrier,3,"35,480",100.00%
WV,Hampshire,2,"23,964",100.00%
WV,Hancock,1,"30,676",100.00%
WV,Hardy,2,"14,025",100.00%
WV,Harrison,1,"69,099",100.00%
WV,Jackson,2,"29,211",100.00%
WV,Jefferson,2,"53,498",100.00%
WV,Kanawha,2,"193,063",100.00%
WV,Lewis,2,"16,372",100.00%
WV,Lincoln,3,"21,720",100.00%
WV,Logan,3,"36,743",100.00%
WV,McDowell,3,"22,113",100.00%
WV,Marion,1,"56,418",100.00%
WV,Marshall,1,"33,107",100.00%
WV,Mason,3,"27,324",100.00%
WV,Mercer,3,"62,264",100.00%
WV,Mineral,1,"28,212",100.00%
WV,Mingo,3,"26,839",100.00%
WV,Monongalia,1,"96,189",100.00%
WV,Monroe,3,"13,502",100.00%
WV,Morgan,2,"17,541",100.00%
WV,Nicholas,3,"26,233",100.00%
WV,Ohio,1,"44,443",100.00%
WV,Pendleton,2,"7,695",100.00%
WV,Pleasants,1,"7,605",100.00%
WV,Pocahontas,3,"8,719",100.00%
WV,Preston,1,"33,520",100.00%
WV,Putnam,2,"55,486",100.00%
WV,Raleigh,3,"78,859",100.00%
WV,Randolph,2,"29,405",100.00%
WV,Ritchie,1,"10,449",100.00%
WV,Roane,2,"14,926",100.00%
WV,Summers,3,"13,927",100.00%
WV,Taylor,1,"16,895",100.00%
WV,Tucker,1,"7,141",100.00%
WV,Tyler,1,"9,208",100.00%
WV,Upshur,2,"24,254",100.00%
WV,Wayne,3,"42,481",100.00%
WV,Webster,3,"9,154",100.00%
WV,Wetzel,1,"16,583",100.00%
WV,Wirt,2,"5,717",100.00%
WV,Wood,1,"86,956",100.00%
WV,Wyoming,3,"23,796",100.00%
WY,Albany,1,"36,299",100.00%
WY,Big Horn,1,"11,668",100.00%
WY,Campbell,1,"46,133",100.00%
WY,Carbon,1,"15,885",100.00%
WY,Converse,1,"13,833",100.00%
WY,Crook,1,"7,083",100.00%
WY,Fremont,1,"40,123",100.00%
WY,Goshen,1,"13,249",100.00%
WY,Hot Springs,1,"4,812",100.00%
WY,Johnson,1,"8,569",100.00%
WY,Laramie,1,"91,738",100.00%
WY,Lincoln,1,"18,106",100.00%
WY,Natrona,1,"75,450",100.00%
WY,Niobrara,1,"2,484",100.00%
WY,Park,1,"28,205",100.00%
WY,Platte,1,"8,667",100.00%
WY,Sheridan,1,"29,116",100.00%
WY,Sublette,1,"10,247",100.00%
WY,Sweetwater,1,"43,806",100.00%
WY,Teton,1,"21,294",100.00%
WY,Uinta,1,"21,118",100.00%
WY,Washakie,1,"8,533",100.00%
WY,Weston,1,"7,208",100.00%
